,prompts,outputs_tags,tags,values
2060,¿Cual es la marca del codigo 14104?,marca,codigo,14104
2061,¿Cuáles son  los stocks de la marca dante?,stock,marca,dante
2062,¿Cual es la marca del codigo 21579?,marca,codigo,21579
2063,¿Cual es  el stock del codigo 22994?,stock,codigo,22994
2064,¿Cual es  el stock del codigo 16313?,stock,codigo,16313
2065,¿Cual es la marca del codigo 23272?,marca,codigo,23272
2066,¿Cuáles son  los calibres de la marca dante robino?,calibre,marca,dante robino
2067,¿Cuáles son el negocio del codigo 1422?,negocio,codigo,1422
2068,¿Cual es la marca del codigo 22652?,marca,codigo,22652
2069,¿Cuáles son el negocio del codigo 22339?,negocio,codigo,22339
2070,¿Cuáles son el negocio del codigo 2006?,negocio,codigo,2006
2071,¿Cual es  el stock del codigo 17358?,stock,codigo,17358
2072,¿Cual es  el calibre del codigo 12154?,calibre,codigo,12154
2073,¿Cuáles son  los stocks de la marca skol?,stock,marca,skol
2074,¿Cuáles son  los codigos del calibre 1250?,codigo,calibre,1250
2075,¿Cual es  el stock del codigo 23319?,stock,codigo,23319
2076,¿Cual es  el stock del codigo 11068?,stock,codigo,11068
2077,¿Cual es  el stock del codigo 18694?,stock,codigo,18694
2078,¿Cual es la marca del codigo 21473?,marca,codigo,21473
2079,¿Cual es la marca del codigo 19266?,marca,codigo,19266
2080,¿Cual es la marca del codigo 22470?,marca,codigo,22470
2081,¿Cuáles son el negocio del calibre 500?,negocio,calibre,500
2082,¿Cual es la marca del codigo 18562?,marca,codigo,18562
2083,¿Cual es  el calibre del codigo 13224?,calibre,codigo,13224
2084,¿Cual es la marca del codigo 1486?,marca,codigo,1486
2085,¿Cual es la marca del codigo 19369?,marca,codigo,19369
2086,¿Cuáles son el negocio del codigo 5641?,negocio,codigo,5641
2087,¿Cuáles son el negocio del codigo 19019?,negocio,codigo,19019
2088,¿Cual es  el stock del codigo 19019?,stock,codigo,19019
2089,¿Cuáles son  los codigos del calibre 950?,codigo,calibre,950
2090,¿Cual es  el stock del codigo 1976?,stock,codigo,1976
2091,¿Cual es  el calibre del codigo 21984?,calibre,codigo,21984
2092,¿Cual es el negocio de la marca Aperol?,negocio,marca,Aperol
2093,¿Cual es  el calibre del codigo 18358?,calibre,codigo,18358
2094,¿Cuáles son el negocio del codigo 11070?,negocio,codigo,11070
2095,¿Cual es  el calibre del codigo 21916?,calibre,codigo,21916
2096,¿Cual es la marca del codigo 19253?,marca,codigo,19253
2097,¿Cual es  el calibre del codigo 15240?,calibre,codigo,15240
2098,¿Cual es  el calibre del codigo 11880?,calibre,codigo,11880
2099,¿Cual es  el calibre del codigo 18694?,calibre,codigo,18694
2100,¿Cuáles son  los codigos de la marca patagonia porter?,codigo,marca,patagonia porter
2101,¿Cual es  el stock del codigo 2436?,stock,codigo,2436
2102,¿Cual es la marca del codigo 2854?,marca,codigo,2854
2103,¿Cual es  el calibre del codigo 21455?,calibre,codigo,21455
2104,¿Cual es  el stock del codigo 8521?,stock,codigo,8521
2105,¿Cuáles son el negocio del codigo 18373?,negocio,codigo,18373
2106,¿Cuáles son el negocio del codigo 22473?,negocio,codigo,22473
2107,¿Cual es la marca del codigo 20811?,marca,codigo,20811
2108,¿Cual es  el stock del codigo 20668?,stock,codigo,20668
2109,¿Cual es la marca del codigo 22015?,marca,codigo,22015
2110,¿Cual es  el stock del codigo 5645?,stock,codigo,5645
2111,¿Cual es  el stock del codigo 14515?,stock,codigo,14515
2112,¿Cual es la marca del codigo 21863?,marca,codigo,21863
2113,¿Cuáles son las marcas del calibre 355?,marca,calibre,355
2114,¿Cuáles son el negocio del codigo 22329?,negocio,codigo,22329
2115,¿Cual es  el stock del codigo 18355?,stock,codigo,18355
2116,¿Cual es  el stock del codigo 10591?,stock,codigo,10591
2117,¿Cual es el negocio de la marca biografia?,negocio,marca,biografia
2118,¿Cual es  el calibre del codigo 7235?,calibre,codigo,7235
2119,¿Cuáles son el negocio del codigo 14637?,negocio,codigo,14637
2120,¿Cual es  el stock del codigo 22435?,stock,codigo,22435
2121,¿Cual es  el stock del codigo 21304?,stock,codigo,21304
2122,¿Cual es  el calibre del codigo 22454?,calibre,codigo,22454
2123,¿Cual es el negocio de la marca 7 up?,negocio,marca,7 up
2124,¿Cual es la marca del codigo 20748?,marca,codigo,20748
2125,¿Cual es el negocio de la marca patagonia bohemian pilsener?,negocio,marca,patagonia bohemian pilsener
2126,¿Cual es  el calibre del codigo 1560?,calibre,codigo,1560
2127,¿Cual es  el calibre del codigo 16371?,calibre,codigo,16371
2128,¿Cual es  el calibre del codigo 20498?,calibre,codigo,20498
2129,¿Cual es  el calibre del codigo 22609?,calibre,codigo,22609
2130,¿Cual es  el stock del codigo 18357?,stock,codigo,18357
2131,¿Cual es  el calibre del codigo 7115?,calibre,codigo,7115
2132,¿Cuáles son el negocio del codigo 18591?,negocio,codigo,18591
2133,¿Cual es  el calibre del codigo 22382?,calibre,codigo,22382
2134,¿Cuáles son el negocio del codigo 6886?,negocio,codigo,6886
2135,¿Cual es la marca del codigo 2410?,marca,codigo,2410
2136,¿Cual es  el stock del codigo 14934?,stock,codigo,14934
2137,¿Cual es  el stock del codigo 8228?,stock,codigo,8228
2138,¿Cual es  el stock del codigo 5588?,stock,codigo,5588
2139,¿Cual es la marca del codigo 14934?,marca,codigo,14934
2140,¿Cual es la marca del codigo 12164?,marca,codigo,12164
2141,¿Cuáles son el negocio del calibre 2450?,negocio,calibre,2450
2142,¿Cuáles son el negocio del codigo 7035?,negocio,codigo,7035
2143,¿Cual es  el stock del codigo 5641?,stock,codigo,5641
2144,¿Cual es  el stock del codigo 22063?,stock,codigo,22063
2145,¿Cual es la marca del codigo 7055?,marca,codigo,7055
2146,¿Cuáles son el negocio del codigo 2436?,negocio,codigo,2436
2147,¿Cuáles son el negocio del codigo 11068?,negocio,codigo,11068
2148,¿Cual es la marca del codigo 22440?,marca,codigo,22440
2149,¿Cual es  el stock del codigo 17091?,stock,codigo,17091
2150,¿Cuáles son el negocio del codigo 21682?,negocio,codigo,21682
2151,¿Cual es la marca del codigo 21681?,marca,codigo,21681
2152,¿Cuáles son  los stocks de la marca petit?,stock,marca,petit
2153,¿Cuáles son las marcas del negocio HECO?,marca,negocio,HECO
2154,¿Cual es la marca del codigo 19368?,marca,codigo,19368
2155,¿Cuáles son  los stocks de la marca budweiser?,stock,marca,budweiser
2156,¿Cual es la marca del codigo 23946?,marca,codigo,23946
2157,¿Cuáles son  los stocks de la marca novecento?,stock,marca,novecento
2158,¿Cuáles son el negocio del codigo 17952?,negocio,codigo,17952
2159,¿Cual es el negocio de la marca robino?,negocio,marca,robino
2160,¿Cuáles son el negocio del codigo 8409?,negocio,codigo,8409
2161,¿Cuáles son  los codigos del calibre barril 10 l?,codigo,calibre,barril 10 l
2162,¿Cual es  el calibre del codigo 5403?,calibre,codigo,5403
2163,¿Cual es la marca del codigo 7463?,marca,codigo,7463
2164,¿Cual es  el calibre del codigo 12910?,calibre,codigo,12910
2165,¿Cuáles son el negocio del codigo 14195?,negocio,codigo,14195
2166,¿Cuáles son  los codigos del calibre 355 botella?,codigo,calibre,355 botella
2167,¿Cual es  el calibre del codigo 10591?,calibre,codigo,10591
2168,¿Cual es  el calibre del codigo 7610?,calibre,codigo,7610
2169,¿Cual es el negocio de la marca glaciar?,negocio,marca,glaciar
2170,¿Cual es  el calibre del codigo 19403?,calibre,codigo,19403
2171,¿Cuáles son  los codigos del calibre 1200?,codigo,calibre,1200
2172,¿Cual es la marca del codigo 21773?,marca,codigo,21773
2173,¿Cual es  el calibre del codigo 19259?,calibre,codigo,19259
2174,¿Cual es la marca del codigo 17993?,marca,codigo,17993
2175,¿Cuáles son  los calibres de la marca budweiser?,calibre,marca,budweiser
2176,¿Cual es  el calibre del codigo 19725?,calibre,codigo,19725
2177,¿Cual es  el stock del codigo 23262?,stock,codigo,23262
2178,¿Cual es la marca del codigo 993?,marca,codigo,993
2179,¿Cuáles son el negocio del codigo 19087?,negocio,codigo,19087
2180,¿Cual es  el stock del codigo 76376?,stock,codigo,76376
2181,¿Cual es  el stock del codigo 1982?,stock,codigo,1982
2182,¿Cuáles son el negocio del codigo 20751?,negocio,codigo,20751
2183,¿Cual es la marca del codigo 23267?,marca,codigo,23267
2184,¿Cual es  el calibre del codigo 22614?,calibre,codigo,22614
2185,¿Cuáles son el negocio del codigo 21299?,negocio,codigo,21299
2186,¿Cual es la marca del codigo 10970?,marca,codigo,10970
2187,¿Cuáles son el negocio del codigo 2121?,negocio,codigo,2121
2188,¿Cual es la marca del codigo 1461?,marca,codigo,1461
2189,¿Cual es la marca del codigo 8123?,marca,codigo,8123
2190,¿Cual es  el calibre del codigo 22503?,calibre,codigo,22503
2191,¿Cual es  el stock del codigo 22172?,stock,codigo,22172
2192,¿Cual es  el stock del codigo 21922?,stock,codigo,21922
2193,¿Cual es  el stock del codigo 10566?,stock,codigo,10566
2194,¿Cual es  el stock del codigo 810?,stock,codigo,810
2195,¿Cuáles son el negocio del codigo 19398?,negocio,codigo,19398
2196,¿Cuáles son el negocio del codigo 19542?,negocio,codigo,19542
2197,¿Cual es  el stock del codigo 14996?,stock,codigo,14996
2198,¿Cual es  el stock del codigo 19254?,stock,codigo,19254
2199,¿Cual es la marca del codigo 18545?,marca,codigo,18545
2200,¿Cual es  el calibre del codigo 15238?,calibre,codigo,15238
2201,¿Cuáles son el negocio del codigo 19016?,negocio,codigo,19016
2202,¿Cuáles son  los stocks del calibre 1000  tetra?,stock,calibre,1000  tetra
2203,¿Cual es  el calibre del codigo 23424?,calibre,codigo,23424
2204,¿Cual es  el calibre del codigo 21049?,calibre,codigo,21049
2205,¿Cual es  el stock del codigo 745?,stock,codigo,745
2206,¿Cual es  el calibre del codigo 20175?,calibre,codigo,20175
2207,¿Cual es la marca del codigo 22617?,marca,codigo,22617
2208,¿Cuáles son  los stocks de la marca red bull?,stock,marca,red bull
2209,¿Cuáles son  los calibres de la marca tropicana?,calibre,marca,tropicana
2210,¿Cual es  el stock del codigo 20998?,stock,codigo,20998
2211,¿Cual es  el calibre del codigo 19544?,calibre,codigo,19544
2212,¿Cual es la marca del codigo 15589?,marca,codigo,15589
2213,¿Cual es  el calibre del codigo 7032?,calibre,codigo,7032
2214,¿Cuáles son  los stocks de la marca dancer?,stock,marca,dancer
2215,¿Cual es  el stock del codigo 12202?,stock,codigo,12202
2216,¿Cuáles son el negocio del codigo 24359?,negocio,codigo,24359
2217,¿Cuáles son el negocio del codigo 17093?,negocio,codigo,17093
2218,¿Cuáles son el negocio del codigo 18561?,negocio,codigo,18561
2219,¿Cual es  el calibre del codigo 10568?,calibre,codigo,10568
2220,¿Cual es la marca del codigo 2110?,marca,codigo,2110
2221,¿Cual es  el stock del codigo 6884?,stock,codigo,6884
2222,¿Cual es  el calibre del codigo 18588?,calibre,codigo,18588
2223,¿Cual es  el stock del codigo 15234?,stock,codigo,15234
2224,¿Cual es la marca del codigo 21455?,marca,codigo,21455
2225,¿Cuáles son el negocio del codigo 13498?,negocio,codigo,13498
2226,¿Cual es la marca del codigo 2834?,marca,codigo,2834
2227,¿Cual es la marca del codigo 22023?,marca,codigo,22023
2228,¿Cual es  el calibre del codigo 17095?,calibre,codigo,17095
2229,¿Cuáles son el negocio del codigo 7476?,negocio,codigo,7476
2230,¿Cual es  el calibre del codigo 5301?,calibre,codigo,5301
2231,¿Cuáles son el negocio del codigo 19362?,negocio,codigo,19362
2232,¿Cual es  el calibre del codigo 691?,calibre,codigo,691
2233,¿Cual es la marca del codigo 870?,marca,codigo,870
2234,¿Cual es  el stock del codigo 20809?,stock,codigo,20809
2235,¿Cual es la marca del codigo 15171?,marca,codigo,15171
2236,¿Cual es  el calibre del codigo 22496?,calibre,codigo,22496
2237,¿Cual es la marca del codigo 2654?,marca,codigo,2654
2238,¿Cual es  el calibre del codigo 19362?,calibre,codigo,19362
2239,¿Cuáles son el negocio del codigo 18559?,negocio,codigo,18559
2240,¿Cual es la marca del codigo 838?,marca,codigo,838
2241,¿Cuáles son las marcas del calibre 50 l?,marca,calibre,50 l
2242,¿Cual es  el stock del codigo 76446?,stock,codigo,76446
2243,¿Cual es  el stock del codigo 7914?,stock,codigo,7914
2244,¿Cual es  el calibre del codigo 822?,calibre,codigo,822
2245,¿Cuáles son el negocio del codigo 1416?,negocio,codigo,1416
2246,¿Cual es la marca del codigo 24932?,marca,codigo,24932
2247,¿Cual es la marca del codigo 2458?,marca,codigo,2458
2248,¿Cual es  el calibre del codigo 17932?,calibre,codigo,17932
2249,¿Cual es  el stock del codigo 7633?,stock,codigo,7633
2250,¿Cual es  el stock del codigo 7110?,stock,codigo,7110
2251,¿Cuáles son  los stocks de la marca Alquimista?,stock,marca,Alquimista
2252,¿Cual es  el calibre del codigo 24248?,calibre,codigo,24248
2253,¿Cual es la marca del codigo 11275?,marca,codigo,11275
2254,¿Cuáles son  los stocks de la marca la virgen?,stock,marca,la virgen
2255,¿Cual es  el stock del codigo 22443?,stock,codigo,22443
2256,¿Cuáles son el negocio del codigo 19112?,negocio,codigo,19112
2257,¿Cual es  el stock del codigo 640?,stock,codigo,640
2258,¿Cual es  el stock del codigo 19261?,stock,codigo,19261
2259,¿Cual es la marca del codigo 6884?,marca,codigo,6884
2260,¿Cual es  el stock del codigo 474?,stock,codigo,474
2261,¿Cual es la marca del codigo 1475?,marca,codigo,1475
2262,¿Cual es  el stock del codigo 19016?,stock,codigo,19016
2263,¿Cual es  el stock del codigo 24880?,stock,codigo,24880
2264,¿Cuáles son el negocio del codigo 14097?,negocio,codigo,14097
2265,¿Cuáles son el negocio del codigo 2410?,negocio,codigo,2410
2266,¿Cual es la marca del codigo 738?,marca,codigo,738
2267,¿Cuáles son el negocio del codigo 1414?,negocio,codigo,1414
2268,¿Cual es  el calibre del codigo 14509?,calibre,codigo,14509
2269,¿Cuáles son  los calibres de la marca guarana?,calibre,marca,guarana
2270,¿Cual es  el stock del codigo 19086?,stock,codigo,19086
2271,¿Cual es el negocio de la marca h2oh?,negocio,marca,h2oh
2272,¿Cuáles son  los codigos de la marca stout quilmes?,codigo,marca,stout quilmes
2273,¿Cual es  el calibre del codigo 24168?,calibre,codigo,24168
2274,¿Cuáles son el negocio del codigo 21966?,negocio,codigo,21966
2275,¿Cuáles son las marcas del calibre 3000?,marca,calibre,3000
2276,¿Cual es  el stock del codigo 22441?,stock,codigo,22441
2277,¿Cual es  el stock del codigo 24878?,stock,codigo,24878
2278,¿Cual es  el calibre del codigo 19279?,calibre,codigo,19279
2279,¿Cual es  el stock del codigo 61677?,stock,codigo,61677
2280,¿Cual es la marca del codigo 133?,marca,codigo,133
2281,¿Cual es  el stock del codigo 8115?,stock,codigo,8115
2282,¿Cuáles son el negocio del codigo 22649?,negocio,codigo,22649
2283,¿Cual es  el stock del codigo 22587?,stock,codigo,22587
2284,¿Cual es  el stock del codigo 19262?,stock,codigo,19262
2285,¿Cual es el negocio de la marca temple scotish?,negocio,marca,temple scotish
2286,¿Cuáles son el negocio del codigo 22971?,negocio,codigo,22971
2287,¿Cual es  el stock del codigo 7481?,stock,codigo,7481
2288,¿Cuáles son  los stocks de la marca patagonia eipa?,stock,marca,patagonia eipa
2289,¿Cual es  el calibre del codigo 1975?,calibre,codigo,1975
2290,¿Cuáles son las marcas del calibre 210?,marca,calibre,210
2291,¿Cuáles son  los calibres de la marca dante?,calibre,marca,dante
2292,¿Cual es  el stock del codigo 19362?,stock,codigo,19362
2293,¿Cuáles son el negocio del codigo 13227?,negocio,codigo,13227
2294,¿Cual es  el stock del codigo 7713?,stock,codigo,7713
2295,¿Cual es  el stock del codigo 1495?,stock,codigo,1495
2296,¿Cual es  el stock del codigo 22222?,stock,codigo,22222
2297,¿Cual es la marca del codigo 7480?,marca,codigo,7480
2298,¿Cual es  el stock del codigo 22185?,stock,codigo,22185
2299,¿Cuáles son el negocio del codigo 15605?,negocio,codigo,15605
2300,¿Cual es  el calibre del codigo 1466?,calibre,codigo,1466
2301,¿Cuáles son el negocio del codigo 10562?,negocio,codigo,10562
2302,¿Cual es el negocio de la marca andes origen trigueña?,negocio,marca,andes origen trigueña
2303,¿Cual es  el calibre del codigo 22320?,calibre,codigo,22320
2304,¿Cual es la marca del codigo 7138?,marca,codigo,7138
2305,¿Cual es  el stock del codigo 5301?,stock,codigo,5301
2306,¿Cuáles son el negocio del codigo 24248?,negocio,codigo,24248
2307,¿Cual es  el stock del codigo 2903?,stock,codigo,2903
2308,¿Cuáles son el negocio del codigo 20356?,negocio,codigo,20356
2309,¿Cual es la marca del codigo 18066?,marca,codigo,18066
2310,¿Cual es  el calibre del codigo 21966?,calibre,codigo,21966
2311,¿Cual es  el calibre del codigo 1482?,calibre,codigo,1482
2312,¿Cual es  el stock del codigo 7149?,stock,codigo,7149
2313,¿Cuáles son  los stocks del negocio ZX?,stock,negocio,ZX
2314,¿Cuáles son el negocio del codigo 5254?,negocio,codigo,5254
2315,¿Cual es la marca del codigo 1983?,marca,codigo,1983
2316,¿Cuáles son  los calibres de la marca robino nebiolo?,calibre,marca,robino nebiolo
2317,¿Cuáles son  los codigos de la marca Alquimista?,codigo,marca,Alquimista
2318,¿Cual es el negocio de la marca stella artois?,negocio,marca,stella artois
2319,¿Cual es la marca del codigo 15172?,marca,codigo,15172
2320,¿Cual es la marca del codigo 7125?,marca,codigo,7125
2321,¿Cuáles son el negocio del codigo 17360?,negocio,codigo,17360
2322,¿Cuáles son el negocio del codigo 14196?,negocio,codigo,14196
2323,¿Cual es  el calibre del codigo 14622?,calibre,codigo,14622
2324,¿Cual es  el calibre del codigo 19532?,calibre,codigo,19532
2325,¿Cuáles son el negocio del codigo 22058?,negocio,codigo,22058
2326,¿Cuáles son  los codigos de la marca norte?,codigo,marca,norte
2327,¿Cual es la marca del codigo 7032?,marca,codigo,7032
2328,¿Cual es  el stock del codigo 24167?,stock,codigo,24167
2329,¿Cuáles son el negocio del codigo 15233?,negocio,codigo,15233
2330,¿Cual es la marca del codigo 22994?,marca,codigo,22994
2331,¿Cuáles son el negocio del calibre 750?,negocio,calibre,750
2332,¿Cual es  el calibre del codigo 14195?,calibre,codigo,14195
2333,¿Cual es  el stock del codigo 7978?,stock,codigo,7978
2334,¿Cual es  el stock del codigo 15240?,stock,codigo,15240
2335,¿Cual es  el calibre del codigo 18572?,calibre,codigo,18572
2336,¿Cuáles son el negocio del codigo 11945?,negocio,codigo,11945
2337,¿Cuáles son  los codigos de la marca robino nebiolo?,codigo,marca,robino nebiolo
2338,¿Cuáles son  los stocks del negocio destilados?,stock,negocio,destilados
2339,¿Cual es  el calibre del codigo 21299?,calibre,codigo,21299
2340,¿Cual es  el calibre del codigo 2556?,calibre,codigo,2556
2341,¿Cual es la marca del codigo 820?,marca,codigo,820
2342,¿Cuáles son el negocio del codigo 5413?,negocio,codigo,5413
2343,¿Cual es  el stock del codigo 19496?,stock,codigo,19496
2344,¿Cuáles son el negocio del codigo 14996?,negocio,codigo,14996
2345,¿Cual es  el calibre del codigo 22505?,calibre,codigo,22505
2346,¿Cual es  el stock del codigo 21579?,stock,codigo,21579
2347,¿Cual es  el calibre del codigo 23272?,calibre,codigo,23272
2348,¿Cual es  el stock del codigo 23267?,stock,codigo,23267
2349,¿Cuáles son  los stocks de la marca leffe?,stock,marca,leffe
2350,¿Cuáles son el negocio del calibre 410?,negocio,calibre,410
2351,¿Cuáles son el negocio del codigo 701?,negocio,codigo,701
2352,¿Cuáles son el negocio del codigo 15622?,negocio,codigo,15622
2353,¿Cual es  el stock del codigo 8408?,stock,codigo,8408
2354,¿Cuáles son  los codigos del calibre 10 l?,codigo,calibre,10 l
2355,¿Cual es  el stock del codigo 2156?,stock,codigo,2156
2356,¿Cuáles son el negocio del codigo 22185?,negocio,codigo,22185
2357,¿Cuáles son el negocio del codigo 14638?,negocio,codigo,14638
2358,¿Cual es  el calibre del codigo 22469?,calibre,codigo,22469
2359,¿Cual es  el stock del codigo 24343?,stock,codigo,24343
2360,¿Cual es  el stock del codigo 5411?,stock,codigo,5411
2361,¿Cual es  el stock del codigo 22468?,stock,codigo,22468
2362,¿Cual es  el calibre del codigo 14192?,calibre,codigo,14192
2363,¿Cuáles son  los stocks del calibre 1650?,stock,calibre,1650
2364,¿Cuáles son el negocio del codigo 745?,negocio,codigo,745
2365,¿Cuáles son  los calibres de la marca michelob ultra?,calibre,marca,michelob ultra
2366,¿Cual es la marca del codigo 8067?,marca,codigo,8067
2367,¿Cual es la marca del codigo 871?,marca,codigo,871
2368,¿Cual es  el calibre del codigo 19015?,calibre,codigo,19015
2369,¿Cual es  el calibre del codigo 15171?,calibre,codigo,15171
2370,¿Cual es  el stock del codigo 22259?,stock,codigo,22259
2371,¿Cuáles son  los calibres del negocio LOW?,calibre,negocio,LOW
2372,¿Cual es  el calibre del codigo 8?,calibre,codigo,8
2373,¿Cual es la marca del codigo 21013?,marca,codigo,21013
2374,¿Cuáles son el negocio del codigo 14509?,negocio,codigo,14509
2375,¿Cual es  el calibre del codigo 7035?,calibre,codigo,7035
2376,¿Cual es la marca del codigo 22692?,marca,codigo,22692
2377,¿Cuáles son las marcas del calibre 1650?,marca,calibre,1650
2378,¿Cual es  el calibre del codigo 22455?,calibre,codigo,22455
2379,¿Cual es  el stock del codigo 22056?,stock,codigo,22056
2380,¿Cual es  el stock del codigo 22969?,stock,codigo,22969
2381,¿Cuáles son el negocio del codigo 5646?,negocio,codigo,5646
2382,¿Cual es  el calibre del codigo 22328?,calibre,codigo,22328
2383,¿Cual es la marca del codigo 22506?,marca,codigo,22506
2384,¿Cuáles son el negocio del codigo 23316?,negocio,codigo,23316
2385,¿Cuáles son el negocio del codigo 1413?,negocio,codigo,1413
2386,¿Cual es  el stock del codigo 2450?,stock,codigo,2450
2387,¿Cual es  el stock del codigo 21227?,stock,codigo,21227
2388,¿Cual es la marca del codigo 7986?,marca,codigo,7986
2389,¿Cual es la marca del codigo 20498?,marca,codigo,20498
2390,¿Cual es la marca del codigo 1606?,marca,codigo,1606
2391,¿Cuáles son el negocio del codigo 24598?,negocio,codigo,24598
2392,¿Cual es  el calibre del codigo 7984?,calibre,codigo,7984
2393,¿Cual es  el stock del codigo 742?,stock,codigo,742
2394,¿Cual es  el calibre del codigo 14625?,calibre,codigo,14625
2395,¿Cuáles son  los codigos de la marca 7 up?,codigo,marca,7 up
2396,¿Cual es la marca del codigo 666?,marca,codigo,666
2397,¿Cual es  el calibre del codigo 16315?,calibre,codigo,16315
2398,¿Cual es  el calibre del codigo 12158?,calibre,codigo,12158
2399,¿Cual es la marca del codigo 22442?,marca,codigo,22442
2400,¿Cual es la marca del codigo 7177?,marca,codigo,7177
2401,¿Cual es la marca del codigo 2540?,marca,codigo,2540
2402,¿Cual es la marca del codigo 22329?,marca,codigo,22329
2403,¿Cual es  el stock del codigo 21699?,stock,codigo,21699
2404,¿Cuáles son el negocio del codigo 20996?,negocio,codigo,20996
2405,¿Cuáles son  los stocks de la marca gran dante?,stock,marca,gran dante
2406,¿Cual es la marca del codigo 18594?,marca,codigo,18594
2407,¿Cuáles son el negocio del codigo 7126?,negocio,codigo,7126
2408,¿Cual es la marca del codigo 15624?,marca,codigo,15624
2409,¿Cuáles son las marcas del negocio destilados?,marca,negocio,destilados
2410,¿Cual es  el stock del codigo 19545?,stock,codigo,19545
2411,¿Cual es  el calibre del codigo 19662?,calibre,codigo,19662
2412,¿Cual es  el stock del codigo 8126?,stock,codigo,8126
2413,¿Cual es  el calibre del codigo 13500?,calibre,codigo,13500
2414,¿Cual es  el calibre del codigo 22457?,calibre,codigo,22457
2415,¿Cuáles son el negocio del codigo 7478?,negocio,codigo,7478
2416,¿Cual es  el calibre del codigo 10711?,calibre,codigo,10711
2417,¿Cuáles son el negocio del codigo 22440?,negocio,codigo,22440
2418,¿Cuáles son el negocio del codigo 22681?,negocio,codigo,22681
2419,¿Cual es  el calibre del codigo 23106?,calibre,codigo,23106
2420,¿Cual es la marca del codigo 5642?,marca,codigo,5642
2421,¿Cual es  el stock del codigo 22971?,stock,codigo,22971
2422,¿Cuáles son  los calibres de la marca patagonia abrazo oso?,calibre,marca,patagonia abrazo oso
2423,¿Cual es  el stock del codigo 23106?,stock,codigo,23106
2424,¿Cuáles son el negocio del codigo 19544?,negocio,codigo,19544
2425,¿Cuáles son el negocio del codigo 14640?,negocio,codigo,14640
2426,¿Cual es  el calibre del codigo 6582?,calibre,codigo,6582
2427,¿Cuáles son el negocio del codigo 21929?,negocio,codigo,21929
2428,¿Cual es la marca del codigo 19263?,marca,codigo,19263
2429,¿Cual es  el stock del codigo 23252?,stock,codigo,23252
2430,¿Cual es  el calibre del codigo 8123?,calibre,codigo,8123
2431,¿Cual es  el calibre del codigo 14096?,calibre,codigo,14096
2432,¿Cual es  el calibre del codigo 23902?,calibre,codigo,23902
2433,¿Cual es la marca del codigo 7482?,marca,codigo,7482
2434,¿Cual es  el calibre del codigo 15591?,calibre,codigo,15591
2435,¿Cual es  el stock del codigo 20443?,stock,codigo,20443
2436,¿Cual es  el calibre del codigo 5483?,calibre,codigo,5483
2437,¿Cuáles son  los codigos de la marca andes origen negra?,codigo,marca,andes origen negra
2438,¿Cual es la marca del codigo 7172?,marca,codigo,7172
2439,¿Cual es  el stock del codigo 21001?,stock,codigo,21001
2440,¿Cuáles son  los stocks del negocio Vino?,stock,negocio,Vino
2441,¿Cual es el negocio de la marca awafrut?,negocio,marca,awafrut
2442,¿Cual es  el calibre del codigo 12430?,calibre,codigo,12430
2443,¿Cual es la marca del codigo 8409?,marca,codigo,8409
2444,¿Cual es la marca del codigo 22456?,marca,codigo,22456
2445,¿Cuáles son  los codigos de la marca brahma?,codigo,marca,brahma
2446,¿Cual es  el calibre del codigo 17991?,calibre,codigo,17991
2447,¿Cual es  el stock del codigo 22460?,stock,codigo,22460
2448,¿Cual es la marca del codigo 12158?,marca,codigo,12158
2449,¿Cuáles son el negocio del codigo 16813?,negocio,codigo,16813
2450,¿Cual es  el stock del codigo 2854?,stock,codigo,2854
2451,¿Cual es el negocio de la marca patagonia hoppy lager?,negocio,marca,patagonia hoppy lager
2452,¿Cual es la marca del codigo 19530?,marca,codigo,19530
2453,¿Cual es la marca del codigo 2190?,marca,codigo,2190
2454,¿Cual es la marca del codigo 2897?,marca,codigo,2897
2455,¿Cuáles son el negocio del calibre 2250?,negocio,calibre,2250
2456,¿Cual es la marca del codigo 11035?,marca,codigo,11035
2457,¿Cual es  el calibre del codigo 810?,calibre,codigo,810
2458,¿Cuáles son el negocio del codigo 872?,negocio,codigo,872
2459,¿Cuáles son el negocio del codigo 22503?,negocio,codigo,22503
2460,¿Cual es  el stock del codigo 20996?,stock,codigo,20996
2461,¿Cual es  el stock del codigo 20412?,stock,codigo,20412
2462,¿Cuáles son  los codigos de la marca patagonia?,codigo,marca,patagonia
2463,¿Cuáles son el negocio del codigo 7172?,negocio,codigo,7172
2464,¿Cual es  el stock del codigo 18591?,stock,codigo,18591
2465,¿Cual es  el stock del codigo 641?,stock,codigo,641
2466,¿Cual es la marca del codigo 21984?,marca,codigo,21984
2467,¿Cuáles son  los calibres de la marca pat sendero?,calibre,marca,pat sendero
2468,¿Cual es  el calibre del codigo 18878?,calibre,codigo,18878
2469,¿Cuáles son el negocio del codigo 20634?,negocio,codigo,20634
2470,¿Cual es  el stock del codigo 666?,stock,codigo,666
2471,¿Cuáles son el negocio del codigo 20672?,negocio,codigo,20672
2472,¿Cuáles son el negocio del codigo 15094?,negocio,codigo,15094
2473,¿Cuáles son el negocio del codigo 18560?,negocio,codigo,18560
2474,¿Cual es  el stock del codigo 22438?,stock,codigo,22438
2475,¿Cual es  el stock del codigo 2583?,stock,codigo,2583
2476,¿Cuáles son el negocio del codigo 17991?,negocio,codigo,17991
