,prompts,outputs_tags,tags,values,tags2,values2
2526,¿Cuáles son el negocio del codigo 22970?,negocio,codigo,22970,,
2527,¿Cuáles son el negocio del codigo 19726?,negocio,codigo,19726,,
2528,¿Cuáles son  los stocks de la eco de los andes 300?,stock,marca,eco de los andes,calibre,300
2529,¿Cuáles son el negocio del codigo 17923?,negocio,codigo,17923,,
2530,¿Cuáles son  los codigos de la andes origen negra 2250 reco?,codigo,marca,andes origen negra,calibre,2250 reco
2531,¿Cuáles son  los stocks de la budweiser 6.3 bidon?,stock,marca,budweiser,calibre,6.3 bidon
2532,¿Cuáles son el negocio del codigo 132?,negocio,codigo,132,,
2533,¿Cuáles son el negocio del codigo 5445?,negocio,codigo,5445,,
2534,¿Cual es  el calibre del codigo 1475?,calibre,codigo,1475,,
2535,¿Cual es el negocio de la marca blasfemia?,negocio,marca,blasfemia,,
2536,¿Cuáles son  los codigos de la blasfemia 350?,codigo,marca,blasfemia,calibre,350
2537,¿Cual es  el calibre del codigo 7978?,calibre,codigo,7978,,
2538,¿Cual es la marca del codigo 732?,marca,codigo,732,,
2539,¿Cual es la marca del codigo 8268?,marca,codigo,8268,,
2540,¿Cual es la marca del codigo 1983?,marca,codigo,1983,,
2541,¿Cual es la marca del codigo 14100?,marca,codigo,14100,,
2542,¿Cual es  el calibre del codigo 2121?,calibre,codigo,2121,,
2543,¿Cual es  el calibre del codigo 21557?,calibre,codigo,21557,,
2544,¿Cuáles son el negocio del codigo 22990?,negocio,codigo,22990,,
2545,¿Cuáles son  los stocks de la iguana summer 2450?,stock,marca,iguana summer,calibre,2450
2546,¿Cual es  el stock del codigo 22391?,stock,codigo,22391,,
2547,¿Cuáles son  los codigos de la marca stout quilmes?,codigo,marca,stout quilmes,,
2548,¿Cual es la marca del codigo 5322?,marca,codigo,5322,,
2549,¿Cual es la marca del codigo 13952?,marca,codigo,13952,,
2550,¿Cuáles son el negocio del codigo 22478?,negocio,codigo,22478,,
2551,¿Cual es  el stock del codigo 2418?,stock,codigo,2418,,
2552,¿Cual es la marca del codigo 22972?,marca,codigo,22972,,
2553,¿Cual es  el stock del codigo 12113?,stock,codigo,12113,,
2554,¿Cual es la marca del codigo 19189?,marca,codigo,19189,,
2555,¿Cuáles son  los codigos de la andes origen ipa 2000 reco?,codigo,marca,andes origen ipa,calibre,2000 reco
2556,¿Cuáles son  los stocks de la patagonia ipa 30 l?,stock,marca,patagonia ipa,calibre,30 l
2557,¿Cual es  el calibre del codigo 22459?,calibre,codigo,22459,,
2558,¿Cuáles son el negocio del codigo 18680?,negocio,codigo,18680,,
2559,¿Cuáles son el negocio del codigo 22505?,negocio,codigo,22505,,
2560,¿Cual es  el stock del codigo 22330?,stock,codigo,22330,,
2561,¿Cuáles son  los stocks de la marca robino nebiolo?,stock,marca,robino nebiolo,,
2562,¿Cual es  el stock del codigo 19857?,stock,codigo,19857,,
2563,¿Cuáles son  los stocks de la gatorade 950?,stock,marca,gatorade,calibre,950
2564,¿Cual es la marca del codigo 15624?,marca,codigo,15624,,
2565,¿Cuáles son  los stocks de la andes origen roja 30 l barril?,stock,marca,andes origen roja,calibre,30 l barril
2566,¿Cuáles son el negocio del codigo 16315?,negocio,codigo,16315,,
2567,¿Cual es la marca del codigo 22015?,marca,codigo,22015,,
2568,¿Cual es la marca del codigo 24071?,marca,codigo,24071,,
2569,¿Cual es  el stock del codigo 6885?,stock,codigo,6885,,
2570,¿Cuáles son  los codigos de la andes 410?,codigo,marca,andes,calibre,410
2571,¿Cual es la marca del codigo 19342?,marca,codigo,19342,,
2572,¿Cual es  el calibre del codigo 2859?,calibre,codigo,2859,,
2573,¿Cuáles son  los stocks de la awafrut 355 botella?,stock,marca,awafrut,calibre,355 botella
2574,¿Cuáles son el negocio del codigo 19569?,negocio,codigo,19569,,
2575,¿Cual es  el calibre del codigo 17989?,calibre,codigo,17989,,
2576,¿Cual es  el calibre del codigo 1439?,calibre,codigo,1439,,
2577,¿Cuáles son  los calibres de la marca andes porter?,calibre,marca,andes porter,,
2578,¿Cual es  el stock del codigo 18592?,stock,codigo,18592,,
2579,¿Cual es  el stock del codigo 18360?,stock,codigo,18360,,
2580,¿Cual es  el calibre del codigo 19368?,calibre,codigo,19368,,
2581,¿Cual es  el stock del codigo 19398?,stock,codigo,19398,,
2582,¿Cuáles son  los codigos de la gatorade 1650?,codigo,marca,gatorade,calibre,1650
2583,¿Cuáles son  los codigos de la andes origen roja 1000  tetra?,codigo,marca,andes origen roja,calibre,1000  tetra
2584,¿Cuáles son  los codigos de la patagonia ipa 50 l?,codigo,marca,patagonia ipa,calibre,50 l
2585,¿Cuáles son  los codigos de la h2oh 1500?,codigo,marca,h2oh,calibre,1500
2586,¿Cual es el negocio de la marca iguana summer?,negocio,marca,iguana summer,,
2587,¿Cual es  el stock del codigo 1422?,stock,codigo,1422,,
2588,¿Cuáles son  los stocks de la novecento 354?,stock,marca,novecento,calibre,354
2589,¿Cuáles son el negocio del codigo 19140?,negocio,codigo,19140,,
2590,¿Cuáles son  los stocks de la patagonia bohemian pilsener 2000 reco?,stock,marca,patagonia bohemian pilsener,calibre,2000 reco
2591,¿Cual es la marca del codigo 20443?,marca,codigo,20443,,
2592,¿Cual es  el calibre del codigo 21261?,calibre,codigo,21261,,
2593,¿Cual es la marca del codigo 22495?,marca,codigo,22495,,
2594,¿Cual es la marca del codigo 23265?,marca,codigo,23265,,
2595,¿Cuáles son el negocio del codigo 22458?,negocio,codigo,22458,,
2596,¿Cuáles son  los codigos de la stella artois noire 330 s/r?,codigo,marca,stella artois noire,calibre,330 s/r
2597,¿Cuáles son  los codigos de la Dr lemon 1650?,codigo,marca,Dr lemon,calibre,1650
2598,¿Cuáles son  los codigos de la gatorade 340?,codigo,marca,gatorade,calibre,340
2599,¿Cual es la marca del codigo 14623?,marca,codigo,14623,,
2600,¿Cual es la marca del codigo 21970?,marca,codigo,21970,,
2601,¿Cual es  el calibre del codigo 2117?,calibre,codigo,2117,,
2602,¿Cuáles son  los stocks de la patagonia ipa 950?,stock,marca,patagonia ipa,calibre,950
2603,¿Cual es  el stock del codigo 12722?,stock,codigo,12722,,
2604,¿Cual es  el stock del codigo 19498?,stock,codigo,19498,,
2605,¿Cuáles son el negocio del codigo 10971?,negocio,codigo,10971,,
2606,¿Cuáles son  los stocks de la quilmes 1250?,stock,marca,quilmes,calibre,1250
2607,¿Cual es  el calibre del codigo 21683?,calibre,codigo,21683,,
2608,¿Cual es  el calibre del codigo 22609?,calibre,codigo,22609,,
2609,¿Cual es  el stock del codigo 5642?,stock,codigo,5642,,
2610,¿Cuáles son el negocio del calibre 50 l?,negocio,calibre,50 l,,
2611,¿Cuáles son el negocio del codigo 2654?,negocio,codigo,2654,,
2612,¿Cuáles son el negocio del codigo 22436?,negocio,codigo,22436,,
2613,¿Cuáles son  los codigos de la rockstar 1000?,codigo,marca,rockstar,calibre,1000
2614,¿Cuáles son el negocio del codigo 23285?,negocio,codigo,23285,,
2615,¿Cuáles son  los codigos de la awafrut 20 l?,codigo,marca,awafrut,calibre,20 l
2616,¿Cual es  el stock del codigo 823?,stock,codigo,823,,
2617,¿Cual es la marca del codigo 7030?,marca,codigo,7030,,
2618,¿Cual es la marca del codigo 22172?,marca,codigo,22172,,
2619,¿Cual es el negocio de la marca tropicana?,negocio,marca,tropicana,,
2620,¿Cual es  el stock del codigo 2556?,stock,codigo,2556,,
2621,¿Cual es  el calibre del codigo 745?,calibre,codigo,745,,
2622,¿Cuáles son  los stocks del calibre 354?,stock,calibre,354,,
2623,¿Cual es  el stock del codigo 12154?,stock,codigo,12154,,
2624,¿Cual es la marca del codigo 8030?,marca,codigo,8030,,
2625,¿Cual es  el stock del codigo 11503?,stock,codigo,11503,,
2626,¿Cuáles son  los stocks del calibre 330?,stock,calibre,330,,
2627,¿Cual es  el stock del codigo 899?,stock,codigo,899,,
2628,¿Cuáles son el negocio del calibre 340?,negocio,calibre,340,,
2629,¿Cual es la marca del codigo 11478?,marca,codigo,11478,,
2630,¿Cuáles son el negocio del codigo 19342?,negocio,codigo,19342,,
2631,¿Cual es  el stock del codigo 15624?,stock,codigo,15624,,
2632,¿Cual es la marca del codigo 5254?,marca,codigo,5254,,
2633,¿Cual es la marca del codigo 7482?,marca,codigo,7482,,
2634,¿Cuáles son  los codigos de la brahma 473?,codigo,marca,brahma,calibre,473
2635,¿Cual es  el stock del codigo 23285?,stock,codigo,23285,,
2636,¿Cual es la marca del codigo 19368?,marca,codigo,19368,,
2637,¿Cuáles son el negocio del codigo 22614?,negocio,codigo,22614,,
2638,¿Cual es la marca del codigo 2853?,marca,codigo,2853,,
2639,¿Cuáles son el negocio del codigo 16813?,negocio,codigo,16813,,
2640,¿Cuáles son el negocio del codigo 1410?,negocio,codigo,1410,,
2641,¿Cual es  el calibre del codigo 7178?,calibre,codigo,7178,,
2642,¿Cual es  el stock del codigo 20360?,stock,codigo,20360,,
2643,¿Cual es  el stock del codigo 7641?,stock,codigo,7641,,
2644,¿Cual es el negocio de la marca temple wolf ipa?,negocio,marca,temple wolf ipa,,
2645,¿Cuáles son el negocio del codigo 17081?,negocio,codigo,17081,,
2646,¿Cual es la marca del codigo 19279?,marca,codigo,19279,,
2647,¿Cual es  el stock del codigo 22946?,stock,codigo,22946,,
2648,¿Cuáles son  los stocks de la pepsi 1250 reco?,stock,marca,pepsi,calibre,1250 reco
2649,¿Cual es  el calibre del codigo 7138?,calibre,codigo,7138,,
2650,¿Cual es la marca del codigo 21902?,marca,codigo,21902,,
2651,¿Cual es la marca del codigo 11880?,marca,codigo,11880,,
2652,¿Cuáles son  los codigos de la stella artois 950?,codigo,marca,stella artois,calibre,950
2653,¿Cual es la marca del codigo 15238?,marca,codigo,15238,,
2654,¿Cuáles son  los stocks de la 7 up 6.3 bidon?,stock,marca,7 up,calibre,6.3 bidon
2655,¿Cuáles son el negocio del codigo 22337?,negocio,codigo,22337,,
2656,¿Cual es el negocio de la marca mirinda?,negocio,marca,mirinda,,
2657,¿Cuáles son  los codigos de la awafrut 250?,codigo,marca,awafrut,calibre,250
2658,¿Cuáles son las marcas del negocio CORE?,marca,negocio,CORE,,
2659,¿Cual es  el calibre del codigo 8100?,calibre,codigo,8100,,
2660,¿Cual es el negocio de la marca goose island?,negocio,marca,goose island,,
2661,¿Cuáles son el negocio del codigo 21863?,negocio,codigo,21863,,
2662,¿Cuáles son el negocio del codigo 23318?,negocio,codigo,23318,,
2663,¿Cual es  el stock del codigo 21698?,stock,codigo,21698,,
2664,¿Cual es  el calibre del codigo 11419?,calibre,codigo,11419,,
2665,¿Cual es el negocio de la marca biografia?,negocio,marca,biografia,,
2666,¿Cuáles son  los codigos de la awafrut 3000?,codigo,marca,awafrut,calibre,3000
2667,¿Cuáles son  los codigos de la marca corona?,codigo,marca,corona,,
2668,¿Cual es  el calibre del codigo 7176?,calibre,codigo,7176,,
2669,¿Cuáles son  los codigos de la dante 10 l?,codigo,marca,dante,calibre,10 l
2670,¿Cual es la marca del codigo 24932?,marca,codigo,24932,,
2671,¿Cuáles son  los stocks de la glaciar plus 6.3 bidon?,stock,marca,glaciar plus,calibre,6.3 bidon
2672,¿Cuáles son  los codigos de la red bull 500?,codigo,marca,red bull,calibre,500
2673,¿Cuáles son  los stocks de la glaciar 1250?,stock,marca,glaciar,calibre,1250
2674,¿Cuáles son  los codigos de la brahma 2000?,codigo,marca,brahma,calibre,2000
2675,¿Cuáles son  los stocks de la quilmes 2000?,stock,marca,quilmes,calibre,2000
2676,¿Cual es la marca del codigo 7466?,marca,codigo,7466,,
2677,¿Cual es  el calibre del codigo 7038?,calibre,codigo,7038,,
2678,¿Cual es el negocio de la marca quilmes bajo cero?,negocio,marca,quilmes bajo cero,,
2679,¿Cuáles son  los stocks de la gatorade 300?,stock,marca,gatorade,calibre,300
2680,¿Cual es  el stock del codigo 17953?,stock,codigo,17953,,
2681,¿Cuáles son  los calibres de la marca patagonia weisse?,calibre,marca,patagonia weisse,,
2682,¿Cuáles son el negocio del codigo 17080?,negocio,codigo,17080,,
2683,¿Cuáles son  los stocks de la blasfemia 2000?,stock,marca,blasfemia,calibre,2000
2684,¿Cuáles son  los codigos de la quilmes 10 l?,codigo,marca,quilmes,calibre,10 l
2685,¿Cual es la marca del codigo 1976?,marca,codigo,1976,,
2686,¿Cual es  el stock del codigo 15589?,stock,codigo,15589,,
2687,¿Cuáles son  los codigos del calibre 1250 reco?,codigo,calibre,1250 reco,,
2688,¿Cual es la marca del codigo 5741?,marca,codigo,5741,,
2689,¿Cuáles son el negocio del codigo 20412?,negocio,codigo,20412,,
2690,¿Cuáles son  los stocks de la red bull 355?,stock,marca,red bull,calibre,355
2691,¿Cuáles son  los codigos de la glaciar 354?,codigo,marca,glaciar,calibre,354
2692,¿Cuáles son el negocio del codigo 24115?,negocio,codigo,24115,,
2693,¿Cuáles son el negocio del codigo 7017?,negocio,codigo,7017,,
2694,¿Cual es la marca del codigo 7693?,marca,codigo,7693,,
2695,¿Cuáles son  los codigos de la andes origen ipa 740?,codigo,marca,andes origen ipa,calibre,740
2696,¿Cuáles son el negocio del codigo 2499?,negocio,codigo,2499,,
2697,¿Cual es  el stock del codigo 5411?,stock,codigo,5411,,
2698,¿Cual es  el calibre del codigo 22453?,calibre,codigo,22453,,
2699,¿Cuáles son  los stocks de la mirinda 330 s/r?,stock,marca,mirinda,calibre,330 s/r
2700,¿Cuáles son las marcas del calibre 355?,marca,calibre,355,,
2701,¿Cual es el negocio de la marca rockstar?,negocio,marca,rockstar,,
2702,¿Cuáles son  los codigos de la h2oh 970?,codigo,marca,h2oh,calibre,970
2703,¿Cuáles son  los stocks de la quilmes 50 l?,stock,marca,quilmes,calibre,50 l
2704,¿Cual es  el calibre del codigo 15605?,calibre,codigo,15605,,
2705,¿Cual es  el stock del codigo 21773?,stock,codigo,21773,,
2706,¿Cuáles son  los codigos de la marca la virgen?,codigo,marca,la virgen,,
2707,¿Cuáles son el negocio del codigo 7651?,negocio,codigo,7651,,
2708,¿Cuáles son  los stocks de la marca brahma?,stock,marca,brahma,,
2709,¿Cuáles son  los stocks de la temple honey 355?,stock,marca,temple honey,calibre,355
2710,¿Cual es la marca del codigo 20990?,marca,codigo,20990,,
2711,¿Cual es la marca del codigo 24116?,marca,codigo,24116,,
2712,¿Cual es la marca del codigo 7978?,marca,codigo,7978,,
2713,¿Cual es el negocio de la marca bbc?,negocio,marca,bbc,,
2714,¿Cuáles son  los codigos de la mirinda 740?,codigo,marca,mirinda,calibre,740
2715,¿Cual es la marca del codigo 22440?,marca,codigo,22440,,
2716,¿Cual es  el stock del codigo 2507?,stock,codigo,2507,,
2717,¿Cual es  el calibre del codigo 6886?,calibre,codigo,6886,,
2718,¿Cuáles son  los stocks de la pepsi 410?,stock,marca,pepsi,calibre,410
2719,¿Cuáles son el negocio del codigo 5642?,negocio,codigo,5642,,
2720,¿Cuáles son  los codigos de la red bull 2000 reco?,codigo,marca,red bull,calibre,2000 reco
2721,¿Cual es  el stock del codigo 7030?,stock,codigo,7030,,
2722,¿Cual es  el stock del codigo 17518?,stock,codigo,17518,,
2723,¿Cual es  el stock del codigo 1322?,stock,codigo,1322,,
2724,¿Cuáles son el negocio del codigo 2507?,negocio,codigo,2507,,
2725,¿Cuáles son  los codigos del negocio HECO?,codigo,negocio,HECO,,
2726,¿Cual es  el calibre del codigo 899?,calibre,codigo,899,,
2727,¿Cual es  el stock del codigo 24252?,stock,codigo,24252,,
2728,¿Cual es  el stock del codigo 14095?,stock,codigo,14095,,
2729,¿Cuáles son  los stocks de la marca temple scotish?,stock,marca,temple scotish,,
2730,¿Cuáles son el negocio del codigo 13502?,negocio,codigo,13502,,
2731,¿Cuáles son el negocio del codigo 23947?,negocio,codigo,23947,,
2732,¿Cuáles son el negocio del codigo 22973?,negocio,codigo,22973,,
2733,¿Cual es  el calibre del codigo 425?,calibre,codigo,425,,
2734,¿Cual es  el stock del codigo 8115?,stock,codigo,8115,,
2735,¿Cuáles son el negocio del codigo 22331?,negocio,codigo,22331,,
2736,¿Cuáles son  los stocks de la patagonia weisse 710?,stock,marca,patagonia weisse,calibre,710
2737,¿Cual es  el stock del codigo 19541?,stock,codigo,19541,,
2738,¿Cuáles son el negocio del codigo 1413?,negocio,codigo,1413,,
2739,¿Cual es la marca del codigo 1370?,marca,codigo,1370,,
2740,¿Cuáles son  los stocks de la patagonia amber lager 950?,stock,marca,patagonia amber lager,calibre,950
2741,¿Cuáles son el negocio del codigo 19857?,negocio,codigo,19857,,
2742,¿Cual es  el stock del codigo 7235?,stock,codigo,7235,,
2743,¿Cual es  el stock del codigo 22165?,stock,codigo,22165,,
2744,¿Cual es la marca del codigo 13224?,marca,codigo,13224,,
2745,¿Cuáles son el negocio del codigo 50?,negocio,codigo,50,,
2746,¿Cuáles son  los stocks de la goose island 300?,stock,marca,goose island,calibre,300
2747,¿Cuáles son  los codigos de la paso de los toros 330 s/r?,codigo,marca,paso de los toros,calibre,330 s/r
2748,¿Cuáles son el negocio del calibre 330 s/r?,negocio,calibre,330 s/r,,
2749,¿Cuáles son  los stocks de la marca hoegarden?,stock,marca,hoegarden,,
2750,¿Cuáles son  los calibres de la marca guarana?,calibre,marca,guarana,,
2751,¿Cual es  el stock del codigo 12165?,stock,codigo,12165,,
2752,¿Cual es la marca del codigo 870?,marca,codigo,870,,
2753,¿Cuáles son  los codigos de la capriccio 700?,codigo,marca,capriccio,calibre,700
2754,¿Cuáles son el negocio del codigo 2897?,negocio,codigo,2897,,
2755,¿Cual es la marca del codigo 23947?,marca,codigo,23947,,
2756,¿Cuáles son  los codigos de la stout quilmes 410?,codigo,marca,stout quilmes,calibre,410
2757,¿Cual es la marca del codigo 19089?,marca,codigo,19089,,
2758,¿Cuáles son el negocio del codigo 23231?,negocio,codigo,23231,,
2759,¿Cual es la marca del codigo 993?,marca,codigo,993,,
2760,¿Cuáles son  los codigos de la patagonia porter 355 lata?,codigo,marca,patagonia porter,calibre,355 lata
2761,¿Cual es la marca del codigo 12204?,marca,codigo,12204,,
2762,¿Cual es  el stock del codigo 13222?,stock,codigo,13222,,
2763,¿Cuáles son  los codigos de la iguana 500?,codigo,marca,iguana,calibre,500
2764,¿Cual es la marca del codigo 22013?,marca,codigo,22013,,
2765,¿Cuáles son  los codigos de la nestle pureza vital 950?,codigo,marca,nestle pureza vital,calibre,950
2766,¿Cual es la marca del codigo 2658?,marca,codigo,2658,,
2767,¿Cual es  el stock del codigo 19261?,stock,codigo,19261,,
2768,¿Cuáles son  los calibres de la marca ao miel?,calibre,marca,ao miel,,
2769,¿Cuáles son  los codigos de la bock quilmes 355 botella?,codigo,marca,bock quilmes,calibre,355 botella
2770,¿Cuáles son  los codigos de la guarana 269?,codigo,marca,guarana,calibre,269
2771,¿Cual es  el stock del codigo 22970?,stock,codigo,22970,,
2772,¿Cuáles son el negocio del codigo 13222?,negocio,codigo,13222,,
2773,¿Cuáles son el negocio del codigo 870?,negocio,codigo,870,,
2774,¿Cuáles son el negocio del codigo 21902?,negocio,codigo,21902,,
2775,¿Cual es  el stock del codigo 22054?,stock,codigo,22054,,
2776,¿Cuáles son  los codigos de la tratenfu 1500?,codigo,marca,tratenfu,calibre,1500
2777,¿Cuáles son  los codigos de la rockstar 2000?,codigo,marca,rockstar,calibre,2000
2778,¿Cual es la marca del codigo 24011?,marca,codigo,24011,,
2779,¿Cual es  el calibre del codigo 1411?,calibre,codigo,1411,,
2780,¿Cual es la marca del codigo 1650?,marca,codigo,1650,,
2781,¿Cuáles son  los stocks de la temple honey 2250?,stock,marca,temple honey,calibre,2250
2782,¿Cuáles son el negocio del codigo 14509?,negocio,codigo,14509,,
2783,¿Cuáles son  los stocks de la hoegarden 2250 reco?,stock,marca,hoegarden,calibre,2250 reco
2784,¿Cual es la marca del codigo 16528?,marca,codigo,16528,,
2785,¿Cual es la marca del codigo 15605?,marca,codigo,15605,,
2786,¿Cuáles son  los codigos de la gatorade 269?,codigo,marca,gatorade,calibre,269
2787,¿Cual es la marca del codigo 22436?,marca,codigo,22436,,
2788,¿Cual es  el calibre del codigo 22013?,calibre,codigo,22013,,
2789,¿Cuáles son  los stocks de la corona 50 l?,stock,marca,corona,calibre,50 l
2790,¿Cual es el negocio de la marca h2oh?,negocio,marca,h2oh,,
2791,¿Cual es  el calibre del codigo 481?,calibre,codigo,481,,
2792,¿Cuáles son el negocio del codigo 21033?,negocio,codigo,21033,,
2793,¿Cual es  el stock del codigo 14446?,stock,codigo,14446,,
2794,¿Cual es  el stock del codigo 20443?,stock,codigo,20443,,
2795,¿Cual es  el calibre del codigo 24932?,calibre,codigo,24932,,
2796,¿Cual es  el calibre del codigo 16317?,calibre,codigo,16317,,
2797,¿Cual es  el calibre del codigo 19403?,calibre,codigo,19403,,
2798,¿Cual es  el stock del codigo 826?,stock,codigo,826,,
2799,¿Cuáles son el negocio del codigo 20998?,negocio,codigo,20998,,
2800,¿Cual es la marca del codigo 20672?,marca,codigo,20672,,
2801,¿Cuáles son  los codigos de la gatorade 300?,codigo,marca,gatorade,calibre,300
2802,¿Cuáles son  los stocks de la brahma 330 s/r?,stock,marca,brahma,calibre,330 s/r
2803,¿Cual es  el stock del codigo 15621?,stock,codigo,15621,,
2804,¿Cual es  el calibre del codigo 2284?,calibre,codigo,2284,,
2805,¿Cuáles son el negocio del codigo 19022?,negocio,codigo,19022,,
2806,¿Cual es  el calibre del codigo 18361?,calibre,codigo,18361,,
2807,¿Cuáles son  los stocks de la 7 up 2250?,stock,marca,7 up,calibre,2250
2808,¿Cuáles son  los codigos de la patagonia 2450?,codigo,marca,patagonia,calibre,2450
2809,¿Cuáles son  los stocks de la LIEBER 995?,stock,marca,LIEBER,calibre,995
2810,¿Cuáles son  los codigos de la eco de los andes 1200?,codigo,marca,eco de los andes,calibre,1200
2811,¿Cual es la marca del codigo 22990?,marca,codigo,22990,,
2812,¿Cual es  el calibre del codigo 20809?,calibre,codigo,20809,,
2813,¿Cual es la marca del codigo 5588?,marca,codigo,5588,,
2814,¿Cuáles son  los codigos de la h2oh barril 10 l?,codigo,marca,h2oh,calibre,barril 10 l
2815,¿Cual es la marca del codigo 7490?,marca,codigo,7490,,
2816,¿Cuáles son  los codigos de la patagonia kune 10 l?,codigo,marca,patagonia kune,calibre,10 l
2817,¿Cuáles son el negocio del calibre 355 botella?,negocio,calibre,355 botella,,
2818,¿Cual es la marca del codigo 5646?,marca,codigo,5646,,
2819,¿Cual es la marca del codigo 810?,marca,codigo,810,,
2820,¿Cual es  el calibre del codigo 19532?,calibre,codigo,19532,,
2821,¿Cual es  el stock del codigo 871?,stock,codigo,871,,
2822,¿Cual es  el stock del codigo 20471?,stock,codigo,20471,,
2823,¿Cual es la marca del codigo 17080?,marca,codigo,17080,,
2824,¿Cual es  el stock del codigo 5406?,stock,codigo,5406,,
2825,¿Cuáles son el negocio del codigo 19348?,negocio,codigo,19348,,
2826,¿Cual es  el calibre del codigo 22498?,calibre,codigo,22498,,
2827,¿Cuáles son el negocio del codigo 5645?,negocio,codigo,5645,,
2828,¿Cuáles son  los stocks de la awafrut 1250?,stock,marca,awafrut,calibre,1250
2829,¿Cual es  el calibre del codigo 21000?,calibre,codigo,21000,,
2830,¿Cuáles son el negocio del codigo 20634?,negocio,codigo,20634,,
2831,¿Cual es  el calibre del codigo 8125?,calibre,codigo,8125,,
2832,¿Cuáles son el negocio del codigo 2418?,negocio,codigo,2418,,
2833,¿Cuáles son el negocio del codigo 22382?,negocio,codigo,22382,,
2834,¿Cual es  el calibre del codigo 20668?,calibre,codigo,20668,,
2835,¿Cual es  el stock del codigo 18746?,stock,codigo,18746,,
2836,¿Cuáles son el negocio del codigo 7634?,negocio,codigo,7634,,
2837,¿Cuáles son  los codigos de la gatorade 50 l barril?,codigo,marca,gatorade,calibre,50 l barril
2838,¿Cual es  el stock del codigo 19725?,stock,codigo,19725,,
2839,¿Cuáles son  los stocks de la paso de los toros 355 botella?,stock,marca,paso de los toros,calibre,355 botella
2840,¿Cuáles son el negocio del codigo 10580?,negocio,codigo,10580,,
2841,¿Cuáles son  los codigos de la dante 1500?,codigo,marca,dante,calibre,1500
2842,¿Cuáles son el negocio del codigo 21018?,negocio,codigo,21018,,
2843,¿Cual es  el calibre del codigo 839?,calibre,codigo,839,,
2844,¿Cuáles son  los calibres de la marca stout quilmes?,calibre,marca,stout quilmes,,
2845,¿Cuáles son  los codigos de la marca robino nebiolo?,codigo,marca,robino nebiolo,,
2846,¿Cual es  el stock del codigo 8230?,stock,codigo,8230,,
2847,¿Cuáles son  los codigos del calibre 20 l barril?,codigo,calibre,20 l barril,,
2848,¿Cual es  el stock del codigo 10797?,stock,codigo,10797,,
2849,¿Cuáles son  los stocks de la red bull 1650?,stock,marca,red bull,calibre,1650
2850,¿Cual es  el calibre del codigo 21984?,calibre,codigo,21984,,
2851,¿Cuáles son el negocio del codigo 20498?,negocio,codigo,20498,,
2852,¿Cuáles son el negocio del codigo 7012?,negocio,codigo,7012,,
2853,¿Cual es  el calibre del codigo 22292?,calibre,codigo,22292,,
2854,¿Cual es  el calibre del codigo 14099?,calibre,codigo,14099,,
2855,¿Cuáles son  los codigos de la lowenbrau 710?,codigo,marca,lowenbrau,calibre,710
2856,¿Cual es  el stock del codigo 874?,stock,codigo,874,,
2857,¿Cual es  el calibre del codigo 7149?,calibre,codigo,7149,,
2858,¿Cuáles son  los codigos de la eco de los andes 355 lata?,codigo,marca,eco de los andes,calibre,355 lata
2859,¿Cuáles son el negocio del codigo 23902?,negocio,codigo,23902,,
2860,¿Cuáles son el negocio del codigo 2881?,negocio,codigo,2881,,
2861,¿Cual es la marca del codigo 8100?,marca,codigo,8100,,
2862,¿Cual es  el calibre del codigo 11503?,calibre,codigo,11503,,
2863,¿Cual es  el calibre del codigo 21454?,calibre,codigo,21454,,
2864,¿Cuáles son  los codigos de la 7 up 330 s/r?,codigo,marca,7 up,calibre,330 s/r
2865,¿Cuáles son el negocio del codigo 14446?,negocio,codigo,14446,,
2866,¿Cual es la marca del codigo 24343?,marca,codigo,24343,,
2867,¿Cual es  el calibre del codigo 23265?,calibre,codigo,23265,,
2868,¿Cual es  el stock del codigo 16527?,stock,codigo,16527,,
2869,¿Cuáles son  los stocks de la blasfemia 30 l?,stock,marca,blasfemia,calibre,30 l
2870,¿Cual es la marca del codigo 17904?,marca,codigo,17904,,
2871,¿Cuáles son el negocio del codigo 11944?,negocio,codigo,11944,,
2872,¿Cuáles son  los stocks de la brahma 700?,stock,marca,brahma,calibre,700
2873,¿Cual es la marca del codigo 11066?,marca,codigo,11066,,
2874,¿Cual es  el calibre del codigo 19492?,calibre,codigo,19492,,
2875,¿Cuáles son el negocio del codigo 19544?,negocio,codigo,19544,,
2876,¿Cuáles son  los codigos de la bock quilmes 750?,codigo,marca,bock quilmes,calibre,750
2877,¿Cuáles son el negocio del codigo 17992?,negocio,codigo,17992,,
2878,¿Cuáles son  los codigos del calibre 6.3 bidon?,codigo,calibre,6.3 bidon,,
2879,¿Cual es  el calibre del codigo 1648?,calibre,codigo,1648,,
2880,¿Cuáles son  los calibres del negocio Importadas?,calibre,negocio,Importadas,,
2881,¿Cuáles son  los codigos de la blasfemia 30 l?,codigo,marca,blasfemia,calibre,30 l
2882,¿Cual es  el calibre del codigo 7713?,calibre,codigo,7713,,
2883,¿Cuáles son  los stocks de la corona 340?,stock,marca,corona,calibre,340
2884,¿Cual es la marca del codigo 19532?,marca,codigo,19532,,
2885,¿Cuáles son  los codigos de la petit 3000?,codigo,marca,petit,calibre,3000
2886,¿Cuáles son  los stocks de la marca dancer?,stock,marca,dancer,,
2887,¿Cuáles son  los codigos de la quilmes 330 s/r?,codigo,marca,quilmes,calibre,330 s/r
